Price,Date,Close,High,Low,Open,Volume
Ticker,,GOOG,GOOG,GOOG,GOOG,GOOG
0,2004-08-19,2.482146978378296,2.5741690854691477,2.3737974059468163,2.4737354365031994,897427216
1,2004-08-20,2.6793036460876465,2.698351211098458,2.4861048179091636,2.4987204731158568,458857488
2,2004-08-23,2.7062675952911377,2.8071959325028386,2.6976097819381257,2.739662999245023,366857939
3,2004-08-24,2.594207286834717,2.76068915586773,2.562048443861394,2.75178412557581,306396159
4,2004-08-25,2.622159957885742,2.67163537106293,2.569716753992065,2.596433027191337,184645512
5,2004-08-26,2.6694083213806152,2.6703976638112636,2.5890115801924893,2.5961853784061057,142572401
6,2004-08-27,2.6258704662323,2.6869721902826527,2.614491370351092,2.674108370316558,124826132
7,2004-08-30,2.5234580039978027,2.6095440544570794,2.5234580039978027,2.6043484676111937,104429967
8,2004-08-31,2.5323634147644043,2.5655113601953596,2.527168774813275,2.53063218384483,98825037
9,2004-09-01,2.4799206256866455,2.547206107015945,2.4655727895341486,2.5405269786550115,183633734
10,2004-09-02,2.5110890865325928,2.532363502296871,2.4475140036586374,2.453698696685634,303810504
11,2004-09-03,2.4739830493927,2.5167793388662996,2.456914876885977,2.4972370994836455,103538639
12,2004-09-07,2.5128207206726074,2.5232107100579584,2.4640883860659333,2.4987203421613122,117506800
13,2004-09-08,2.530632257461548,2.5486907180002323,2.486104977970934,2.4920412697484386,100186120
14,2004-09-09,2.530879259109497,2.5407736304248005,2.4984732039479374,2.5363211159732963,81620792
15,2004-09-10,2.605586051940918,2.6360129495504623,2.505894290781005,2.513315543075551,174804764
16,2004-09-13,2.6592659950256348,2.6817769706690457,2.633539064233975,2.6377443618908307,157628624
17,2004-09-14,2.7579686641693115,2.7705843203730365,2.641702212069087,2.6580294418770083,217608605
18,2004-09-15,2.7705843448638916,2.8257488334741243,2.7260570643274065,2.7349630413905537,215279909
19,2004-09-16,2.8193166255950928,2.8645857936475405,2.7619264727483204,2.7789946436313597,186207345
20,2004-09-17,2.906392812728882,2.906392812728882,2.808926945396902,2.83044857887593,190350817
21,2004-09-20,2.952651262283325,3.0080629672161043,2.888581744852673,2.8930342597150305,213585582
22,2004-09-21,2.915050506591797,2.9788728055388747,2.906887365506458,2.9637830830742757,145262446
23,2004-09-22,2.928407907485962,2.9603195289927187,2.8895706521315754,2.9041659394373673,152344894
24,2004-09-23,2.9887681007385254,3.033542596530334,2.8947654104255016,2.9397883074278135,171524515
25,2004-09-24,2.964277982711792,3.0699060481025486,2.962546751630271,2.9917359091319455,183336625
26,2004-09-27,2.925440549850464,2.9902519556530884,2.9140614534911813,2.9575984435300673,141994242
27,2004-09-28,3.138181447982788,3.151538991776906,2.973678284326527,3.0006417731174078,340190355
28,2004-09-29,3.2425734996795654,3.340038421643162,3.1225973644930938,3.1342239153586062,613229953
29,2004-09-30,3.2059619426727295,3.2727529842104146,3.1911194363758835,3.2133831958211525,276468402
30,2004-10-01,3.279679536819458,3.320743409210812,3.1886453411456195,3.23564668959898,303934969
31,2004-10-04,3.3410274982452393,3.3858022334675177,3.315548020817656,3.345728414471005,261693228
32,2004-10-05,3.422908306121826,3.4268661499067377,3.2712689465478793,3.3311334057782203,300887589
33,2004-10-06,3.3909974098205566,3.424887481038022,3.3642813739976916,3.4026239599868973,268900140
34,2004-10-07,3.434782028198242,3.4602617424131155,3.3778863077670023,3.387039738989537,283643194
35,2004-10-08,3.407076597213745,3.4553145041560422,3.3895128075249046,3.4315669685262216,222442656
36,2004-10-11,3.345975637435913,3.435030436765829,3.311095511487649,3.3890181945034428,210437827
37,2004-10-12,3.398913621902466,3.4041080255782217,3.299963736491573,3.3256906688107053,234419380
38,2004-10-13,3.4854938983917236,3.5510483768187067,3.4652097722739885,3.545358118231161,397203256
39,2004-10-14,3.512704372406006,3.5221050199566886,3.427608845990587,3.488214950278395,209835578
40,2004-10-15,3.5649003982543945,3.5992860867560226,3.5114678547994336,3.585185470458315,265150137
41,2004-10-18,3.6898245811462402,3.690813686842118,3.4931623319097453,3.542389580125926,282061287
42,2004-10-19,3.6596450805664062,3.7699740532390345,3.6450500294188326,3.7229727079461257,363918964
43,2004-10-20,3.475351572036743,3.6856195450672766,3.4533352664108175,3.6618710611605914,456613107
44,2004-10-21,3.6952662467956543,3.713819140773835,3.5033046867517244,3.572074168835469,585767401
45,2004-10-22,4.265463829040527,4.456930753430581,4.058906232822164,4.218709930799171,1481207196
46,2004-10-25,4.6357808113098145,4.809684863714768,4.2684307063463525,4.363669955719394,1315480331
47,2004-10-26,4.497252464294434,4.765405502464263,4.452724944895615,4.609560131760898,895628499
48,2004-10-27,4.600407123565674,4.6882241762866075,4.496510058381364,4.520010376422338,536262538
49,2004-10-28,4.781731128692627,4.808694380271702,4.59125358481483,4.6179696191855335,596097978
50,2004-10-29,4.715930461883545,4.946234618620137,4.714940645791889,4.920013016923128,849672890
51,2004-11-01,4.849264144897461,4.889833342056488,4.731514870408718,4.7879159147325225,490828877
52,2004-11-02,4.82056999206543,4.928919342041515,4.782722074184982,4.917293027710879,455553149
53,2004-11-03,4.7414093017578125,4.987051337106747,4.718651109971338,4.902450006354497,557630330
54,2004-11-04,4.5689897537231445,4.709993069876743,4.535594592904901,4.6615077140737915,578544429
55,2004-11-05,4.189271450042725,4.509620445521412,4.1694822327598065,4.501704758608245,796297573
56,2004-11-08,4.268431186676025,4.339923383247866,4.190508500126626,4.228357839389887,449349985
57,2004-11-09,4.173193454742432,4.333986018478739,4.088343947155125,4.306775071236407,444226854
58,2004-11-10,4.152413368225098,4.267689538862703,4.114565449715797,4.22192545891035,427355853
